x,y,color
-2.12905,7.96587,1
-2.41765,7.14687,1
-2.35804,3.30074,0
7.98649,-2.0588,2
-0.0407546,5.03668,3
-2.17386,2.91036,0
-1.23579,9.09327,1
-0.611818,9.43144,1
-0.578402,2.78908,0
-2.15211,3.17374,0
1.5404,1.38138,4
-1.71888,7.69796,1
-0.832229,2.54341,0
1.42988,4.84232,3
0.711716,4.13557,3
9.27498,-2.92959,2
9.29624,-2.19266,2
9.26859,-2.06018,2
0.262791,4.29135,3
2.0934,0.619155,4
-1.00377,3.68439,0
-1.507,2.67164,0
0.382965,4.04501,3
-0.88995,7.76263,1
-1.13351,8.13988,1
-1.28673,3.63034,0
2.51241,0.79495,4
0.562011,5.16112,3
1.84961,0.826444,4
8.75848,-2.11014,2
0.141061,4.65911,3
-0.87607,7.2529,1
8.58651,-3.26498,2
1.9717,0.665039,4
-1.2642,7.64141,1
-0.28372,4.45,3
0.411343,4.45662,3
1.3743,0.986855,4
1.34343,3.49889,3
-0.760518,7.63263,1
-1.30737,7.83779,1
0.629924,5.02206,3
8.05309,-2.15424,2
-1.01428,8.10873,1
0.212291,7.11836,1
9.54094,-2.37241,2
1.26599,4.56991,3
-0.682514,7.34381,1
8.72474,-2.42709,2
-1.96574,3.71717,0
-1.464,6.55489,1
-2.34951,3.45731,0
-0.319892,4.18537,3
-1.197,2.5145,0
9.3365,-2.47329,2
8.69479,-2.22399,2
-1.50719,8.06802,1
-0.70691,8.13947,1
9.27825,-2.77443,2
3.07511,0.995405,4
9.3384,-2.46411,2
8.25964,-2.77472,2
1.05579,3.98948,3
1.26349,4.14809,3
0.245879,5.18639,3
0.743882,4.09524,3
-1.73702,8.75528,1
8.93444,-2.11324,2
8.84234,-2.65679,2
-1.55183,7.96452,1
2.48545,2.04453,4
-1.26621,3.22273,0
1.42459,0.610439,4
-0.996075,2.24375,0
1.24894,0.784853,4
9.30506,-2.51301,2
-1.31504,2.44481,0
-0.70425,2.35267,0
-1.51492,2.30866,0
-0.933502,8.04973,1
0.138541,4.10559,3
8.57473,-2.74265,2
-1.80669,3.81938,0
1.68635,2.23228,4
8.50561,-2.51776,2
9.37615,-3.33197,2
-1.33708,7.10067,1
-1.06673,8.12216,1
8.55285,-2.35122,2
9.75876,-1.91246,2
0.203751,1.58995,4
-0.468607,2.82895,0
-2.10186,3.9207,0
2.23157,1.68577,4
-1.92764,3.03982,0
2.32148,0.547584,4
1.66888,1.7343,4
2.12231,1.03962,4
-1.61749,7.73533,1
-1.2811,3.25762,0
-1.65658,3.62781,0
1.8423,0.869709,4
-0.130091,8.07595,1
-2.72274,3.60179,0
-1.76283,2.31582,0
-0.610961,2.85672,0
-1.87138,7.96457,1
-1.58911,2.42848,0
-1.36782,2.41325,0
-1.65995,3.75239,0
1.72532,0.652155,4
1.39915,3.64757,3
-1.28973,3.47602,0
1.84771,0.100734,4
-2.30504,7.55006,1
0.856809,1.52857,4
3.19467,0.930995,4
9.7259,-2.66324,2
0.703822,4.35536,3
2.2785,0.314284,4
-1.05218,2.49727,0
1.61123,4.61041,3
-1.6035,2.38065,0
2.05886,0.614278,4
9.65,-2.77438,2
2.44905,0.55852,4
-2.05535,2.94758,0
1.91153,0.583386,4
2.058,1.23911,4
0.739247,5.14335,3
-1.74076,8.11855,1
-1.93432,2.75512,0
2.40351,0.589904,4
2.26555,0.952396,4
9.45404,-1.89553,2
0.50387,4.59632,3
-0.779389,7.2566,1
-1.94891,4.20841,0
2.28108,1.78011,4
-1.90134,2.74496,0
-1.24431,4.02715,0
-1.74137,7.89291,1
-1.56083,3.65519,0
-2.49628,8.64535,1
-1.72531,9.42595,1
-1.27339,6.69413,1
1.41643,5.51091,3
-0.161958,7.62429,1
1.48802,0.745522,4
1.17772,-0.0542087,4
9.45474,-2.84183,2
1.37581,1.43449,4
-1.20415,7.10153,1
3.28616,0.684734,4
1.34901,0.785212,4
1.71609,1.36445,4
9.18589,-1.75974,2
1.30835,1.23305,4
-1.79978,8.15223,1
-1.65078,3.68107,0
-1.52167,7.79198,1
0.748105,4.46307,3
-2.17786,2.9524,0
9.80177,-2.60926,2
-1.57356,7.84931,1
-1.51201,2.49751,0
-1.99112,7.51929,1
10.0579,-2.14267,2
2.82932,1.04551,4
0.556907,3.94635,3
2.13626,0.530282,4
0.0878474,7.54595,1
1.68261,4.92778,3
8.70518,-2.43583,2
-2.11952,2.10686,0
-0.0600241,4.56986,3
2.84685,1.18728,4
9.47907,-2.37618,2
-1.09158,7.2755,1
1.62266,4.79044,3
9.37693,-2.03118,2
1.97263,3.45383,3
8.83664,-2.17979,2
-1.33586,8.74418,1
-2.39377,2.46396,0
2.26971,0.778947,4
-1.4022,7.57457,1
2.36935,1.3477,4
-1.56802,9.01913,1
1.14529,4.85315,3
-1.85355,8.67039,1
-1.45605,7.71965,1
-1.43836,8.03832,1
-1.74239,7.53685,1
0.852027,4.78945,3
0.801548,1.18124,4
9.07673,-2.16983,2
-1.25828,7.07457,1
0.4764,4.14379,3
1.92923,1.21305,4
-0.990557,8.12612,1
2.13068,0.476572,4
-1.85499,3.64901,0
1.73104,3.78859,3
-1.00718,7.55835,1
8.79224,-2.27912,2
0.855075,3.43449,3
-1.08917,7.94993,1
2.83036,0.972912,4
1.44539,3.94643,3
-1.30871,7.46948,1
2.54051,1.52028,4
9.06469,-3.50445,2
-1.42063,1.66236,0
-1.20836,6.63097,1
1.02817,0.778284,4
2.19863,0.493095,4
-2.82126,8.20789,1
9.81173,-1.70708,2
0.871918,3.8083,3
0.852187,1.04969,4
-2.29464,3.3258,0
2.66981,1.6565,4
9.40361,-0.554003,2
-1.52801,7.30883,1
-1.58928,7.27602,1
2.19737,1.23707,4
-1.62529,2.70408,0
-2.20852,3.19594,0
9.94144,-2.69772,2
2.99449,0.367851,4
1.65752,0.363654,4
1.42255,4.65908,3
-1.59089,2.65791,0
-1.13548,8.40758,1
0.237942,3.99964,3
-0.568717,1.79696,0
-0.59799,8.22485,1
-1.21769,3.09413,0
1.56675,1.79131,4
0.471623,4.92237,3
10.4083,-2.38207,2
1.19648,0.183026,4
2.00746,1.5296,4
2.40697,1.19028,4
9.06058,-2.96209,2
1.83544,1.90457,4
1.81403,0.857942,4
-0.964064,2.98874,0
-1.70488,7.59463,1
1.83628,4.55483,3
2.40088,1.15727,4
-1.16916,7.6513,1
-1.82923,7.15147,1
9.19321,-2.10097,2
-1.04185,7.55737,1
10.02,-2.51927,2
-2.5588,3.03082,0
0.946554,3.49725,3
-1.28942,7.28073,1
2.1216,3.96566,3
-1.52676,1.7865,0
8.33429,-2.36951,2
9.65352,-3.54519,2
-1.7835,1.98578,0
0.777664,4.57396,3
3.55498,0.95166,4
0.911374,2.6846,3
-1.06608,2.24368,0
-2.64133,2.72853,0
-1.79783,7.0936,1
8.93519,-2.47077,2
8.90369,-3.03696,2
2.54614,1.15459,4
-1.32161,7.55369,1
2.54264,0.801798,4
-1.50065,3.00951,0
-2.3802,6.92595,1
-2.0436,2.63102,0
2.41892,0.657125,4
2.4514,1.72312,4
1.61849,3.87179,3
-0.731845,7.60812,1
-1.2332,7.60913,1
-1.54595,8.02953,1
-2.01589,7.7277,1
-2.30953,2.36922,0
8.94546,-2.35574,2
8.71733,-2.05871,2
2.3204,0.927211,4
-2.12005,7.98583,1
-1.69107,7.32937,1
-2.36881,3.11663,0
2.54335,3.81353,3
1.71102,1.26662,4
2.58704,1.65903,4
-0.21494,4.03838,3
-1.76317,7.46596,1
8.07521,-3.41463,2
1.08914,4.15236,3
-2.16411,1.82195,0
2.38827,1.49122,4
0.882481,3.29271,3
-0.701596,7.26138,1
2.87871,2.05689,4
-0.459545,8.45281,1
-2.08382,3.15625,0
-0.718437,7.35703,1
-1.45585,8.01793,1
-1.89485,3.02004,0
9.19864,-1.87349,2
2.46116,0.30159,4
9.5152,-2.36253,2
-2.06087,3.82693,0
9.4062,-2.47701,2
-0.862486,7.62531,1
2.12274,4.05753,3
8.1466,-2.29775,2
-1.64027,2.72442,0
-1.85958,8.9057,1
-0.242437,7.6262,1
1.0198,4.26025,3
1.90246,1.13014,4
2.81972,0.356594,4
-1.725,7.91383,1
0.019355,4.99371,3
0.246624,4.38819,3
-1.10102,8.0678,1
0.940402,3.63649,3
8.7293,-2.52554,2
9.37026,-2.50661,2
0.867435,3.43546,3
2.18516,-0.298245,4
8.53433,-2.51576,2
1.7008,4.62622,3
1.58921,3.96258,3
0.999108,1.1599,4
-1.09963,2.50258,0
-0.925275,2.95415,0
-1.21205,8.1427,1
1.45445,0.153396,4
-2.89075,2.96783,0
-1.79111,2.26025,0
1.61398,1.25458,4
8.60305,-2.86379,2
8.4977,-2.05333,2
9.30385,-2.23515,2
2.39292,1.63705,4
-2.44069,7.47304,1
8.43581,-2.57254,2
0.992313,4.41386,3
1.8892,1.13495,4
9.02824,-2.14574,2
-1.95673,3.21921,0
-0.487171,8.35372,1
-1.30952,7.40428,1
1.04771,3.57584,3
0.255236,4.02223,3
1.79802,0.679089,4
-2.63982,9.13306,1
-1.50955,7.57934,1
-1.27906,7.61924,1
9.2483,-2.56094,2
2.56369,0.926385,4
-1.81531,2.94033,0
-1.13789,1.3784,0
8.41072,-1.61743,2
2.34318,-0.0320371,4
2.6153,1.57091,4
0.0579003,4.50036,3
1.53521,4.53786,3
-1.33834,3.23498,0
-1.81036,2.14959,0
0.823506,4.01581,3
9.51814,-3.54818,2
1.67222,3.80188,3
9.57686,-3.96955,2
-0.285129,7.84548,1
1.74459,0.816091,4
9.69576,-3.9358,2
2.3732,-0.028965,4
2.06984,0.30805,4
1.04948,3.9535,3
-1.49854,6.62717,1
2.37378,1.40246,4
1.56299,0.150883,4
9.31982,-1.11221,2
1.70743,1.17259,4
-1.9547,7.68513,1
-1.75629,7.55907,1
-2.00032,3.34529,0
8.72569,-2.60132,2
2.36967,0.218553,4
-1.52483,8.05773,1
-2.07902,2.37121,0
8.94398,-3.11934,2
0.601209,4.35416,3
-0.611912,7.64976,1
0.196062,3.82148,3
1.99189,4.46504,3
2.07897,0.528578,4
-1.45803,8.08261,1
-2.14959,7.74004,1
1.51838,4.19176,3
-1.13866,2.84128,0
-1.32659,3.37255,0
1.45851,0.656391,4
0.820748,4.55561,3
-2.99417,7.44838,1
1.60205,0.970817,4
1.34054,3.67489,3
-1.42088,7.46769,1
-0.0678287,8.23308,1
-1.59095,2.80726,0
1.88753,3.60109,3
1.27002,4.65947,3
-1.37808,7.69042,1
1.95161,2.21198,4
1.84057,1.11259,4
1.01988,4.18029,3
2.27171,0.300169,4
-1.53504,7.35108,1
-0.648876,7.04889,1
9.10086,-2.98048,2
1.74415,0.73086,4
-1.1706,8.30016,1
9.83556,-1.23933,2
-2.38329,3.49195,0
-2.30371,8.37565,1
0.400521,4.70182,3
1.29015,5.02534,3
-1.63473,7.26929,1
1.56806,4.88309,3
-0.00986728,5.24846,3
1.78354,0.925888,4
10.0837,-3.04634,2
1.468,0.389034,4
0.153927,4.49013,3
-1.9077,3.24035,0
-0.799723,7.34136,1
2.11728,1.18597,4
-1.2547,2.63476,0
9.14608,-1.2368,2
1.46251,1.52988,4
0.73376,3.54623,3
-1.08889,8.26237,1
9.58323,-2.51974,2
2.30773,1.20662,4
8.59799,-2.49984,2
2.65564,1.214,4
0.435154,4.27783,3
-1.01076,7.96378,1
-1.50844,2.40005,0
-1.32233,4.04529,0
-0.634998,5.01402,3
1.75577,2.13584,4
0.265139,5.14425,3
-0.506829,2.48143,0
1.94387,4.18083,3
-1.58088,2.07807,0
7.76941,-3.07004,2
-2.63225,2.0556,0
-0.901691,2.91039,0
-1.19861,8.43378,1
9.14766,-2.62619,2
-1.19919,2.07021,0
0.999141,3.95644,3
9.37689,-4.06202,2
0.954312,4.25325,3
2.0047,3.84302,3
1.71369,1.44086,4
2.13455,1.00681,4
0.84869,4.8523,3
2.50666,0.431809,4
9.83412,-1.92479,2
10.3427,-3.21356,2
-1.65362,2.67306,0
-0.709488,7.3493,1
2.28547,0.665912,4
1.9219,0.619778,4
-1.24472,2.72717,0
-2.04166,8.45365,1
2.59943,0.880662,4
-1.24175,3.80077,0
0.897062,4.95333,3
-1.91508,7.89888,1
2.37192,1.47249,4
-2.73329,4.37143,0
2.19802,1.35799,4
-1.60991,2.64549,0
-0.113532,3.0682,0
0.645714,4.43864,3
0.594838,3.62,3
0.901609,4.93569,3
-1.6602,2.4188,0
-2.03874,2.78372,0
-0.105354,2.63158,0
-2.24211,3.35421,0
2.3103,2.06468,4
-0.978308,7.47565,1
9.46321,-2.59585,2
1.91854,3.43581,3
9.46895,-2.46745,2
-2.51489,2.0786,0
1.17175,4.37865,3
1.89006,1.10277,4
1.86413,0.691325,4
-1.47194,7.70934,1
0.475559,4.70751,3
-1.66131,7.45145,1
-0.455586,7.90012,1
-1.36934,7.67562,1
8.29055,-2.16688,2
-2.47551,7.81248,1
1.01635,4.87973,3
-2.36227,3.01761,0
-1.74769,3.48752,0
9.37682,-2.92241,2
-1.82951,2.95636,0
-0.458263,7.43883,1
-1.35208,3.21963,0
-0.471641,7.41522,1
-0.643108,6.78534,1
0.380462,4.25981,3
-1.04424,3.56285,0
1.08534,4.06483,3
-1.63946,2.77044,0
-1.68765,8.35548,1
-2.26667,7.79933,1
-0.700332,8.06536,1
2.61148,1.49226,4
1.6732,3.81373,3
10.1096,-3.23379,2
8.79032,-2.26324,2
-1.56211,8.00775,1
1.44988,1.02214,4
-1.49143,3.81174,0
-1.27497,7.22321,1
8.35605,-3.37851,2
0.6944,4.51382,3
-1.85786,3.60174,0
1.39046,4.70867,3
-2.00716,3.30888,0
9.40165,-2.76485,2
-0.321981,7.44551,1
-1.0485,2.46376,0
-0.60551,3.47408,0
-0.26699,8.06977,1
-1.15891,3.61908,0
-1.22118,2.30077,0
-1.33337,7.77577,1
1.8427,0.708766,4
-0.957554,3.45283,0
2.03934,1.91385,4
-0.0810673,4.8021,3
0.276412,5.20263,3
-0.210727,7.76231,1
2.49796,1.2152,4
9.90889,-2.55123,2
1.81977,0.730821,4
1.53287,0.219232,4
-2.27194,2.58498,0
-2.08938,2.44978,0
2.65228,-0.0911046,4
1.0013,4.351,3
8.74155,-1.74824,2
1.70369,3.44494,3
3.52655,0.345631,4
-1.77611,3.5148,0
9.2005,-2.74279,2
2.09717,1.30495,4
2.15939,0.533697,4
0.656746,4.6199,3
2.21665,0.317919,4
1.57763,1.63429,4
-0.673899,7.6087,1
10.1036,-2.14834,2
-1.22545,7.73657,1
9.93287,-3.13993,2
-2.17432,2.76355,0
0.283702,4.26979,3
9.71304,-0.71396,2
8.8903,-2.48674,2
1.0663,3.42344,3
0.523574,4.82838,3
1.69573,4.51603,3
-1.34752,8.27676,1
-1.671,7.68619,1
-2.33862,2.88876,0
-1.78733,2.94889,0
-1.42022,7.63743,1
8.77618,-1.41676,2
-2.19937,2.51716,0
1.89479,1.10126,4
1.00321,4.06265,3
0.389534,4.46297,3
-0.257849,7.3307,1
-1.91484,7.53508,1
8.94999,-2.3626,2
-1.42772,2.85211,0
2.4714,0.518934,4
1.91724,0.418577,4
1.47467,2.35892,4
-0.28844,3.79677,3
1.06566,3.42816,3
9.74579,-2.54967,2
2.51861,1.26031,4
0.965496,1.1799,4
2.47795,3.60822,3
2.49917,2.33092,4
-1.63612,3.75641,0
1.10835,3.73028,3
-0.992699,7.84025,1
1.00261,0.50981,4
9.31057,-1.78165,2
9.35462,-2.18271,2
-1.78951,2.08933,0
1.82753,3.51675,3
1.77921,0.368195,4
0.547153,3.8617,3
-1.48146,2.69788,0
9.21594,-3.03595,2
-1.26216,8.20395,1
-1.78259,3.84982,0
-1.70007,7.74999,1
-0.704248,3.10352,0
2.6976,0.689068,4
0.94775,3.97348,3
-1.65965,7.83569,1
10.6073,-1.91216,2
1.68239,1.09234,4
-1.4481,3.09786,0
-2.10241,7.56223,1
7.97073,-2.84239,2
8.40052,-2.19756,2
-1.19301,7.96302,1
-1.45252,2.79808,0
9.47552,-1.8217,2
2.82458,0.733276,4
9.3105,-2.42388,2
0.873896,4.06538,3
2.23431,1.34517,4
-0.710131,4.2134,0
0.992271,1.00262,4
-1.38638,2.64342,0
9.41882,-2.21423,2
1.23127,3.83606,3
-0.923338,8.80012,1
-1.18151,7.11451,1
0.183691,5.19429,3
2.04162,1.26296,4
10.3842,-2.43096,2
-1.05501,7.60846,1
1.20328,4.31357,3
-0.541697,7.37944,1
1.40744,3.93436,3
9.48101,-1.53711,2
8.9959,-2.8523,2
2.3472,4.71677,3
-0.943925,1.45205,0
0.613618,4.74227,3
1.77509,1.48458,4
8.33642,-1.61248,2
-1.12543,8.26125,1
0.152425,4.91286,3
1.19213,4.39995,3
1.62157,0.291326,4
-2.21942,2.00271,0
1.49933,4.52849,3
9.33615,-2.70321,2
-1.49106,3.60354,0
8.5249,-2.17816,2
-1.12501,7.49477,1
9.39253,-2.6275,2
1.06076,4.58788,3
10.015,-1.65308,2
2.45486,4.42009,3
0.529417,3.80792,3
10.0126,-2.74812,2
-1.55351,9.10114,1
1.55028,4.49011,3
10.6627,-2.03912,2
9.653,-3.07974,2
9.02268,-1.79815,2
-1.28483,3.67644,0
-1.20089,1.83775,0
-1.92374,2.59091,0
0.438426,5.1361,3
-1.6618,3.50409,0
1.00823,3.5271,3
1.20623,4.52943,3
-1.97622,2.90053,0
1.99468,3.96383,3
-1.88045,3.04886,0
1.7781,4.23176,3
8.95628,-3.30174,2
-1.49879,8.16642,1
1.27547,1.35618,4
1.3781,4.07368,3
0.650027,1.03927,4
9.76263,-1.90618,2
0.297113,3.81667,3
-1.69803,7.63933,1
1.74841,0.589432,4
2.48351,1.16027,4
0.687032,4.13495,3
1.81635,0.455641,4
-0.868991,3.1618,0
-1.98773,3.25208,0
1.61131,0.322367,4
9.06905,-2.01265,2
-1.38864,2.33779,0
9.7232,-0.795576,2
2.21605,1.18637,4
-2.32923,8.09674,1
0.328501,4.13099,3
2.65732,0.957305,4
0.779814,4.74264,3
-1.05125,2.39599,0
-2.0668,8.71123,1
-1.19492,2.39812,0
8.78749,-2.90903,2
0.145745,3.62009,3
-2.45728,8.49933,1
9.46828,-2.91699,2
2.9327,1.31393,4
-1.56949,7.72868,1
1.55855,1.10375,4
2.4047,0.714163,4
-2.13455,2.85659,0
1.29217,1.21703,4
1.52295,0.204441,4
1.58621,4.29277,3
-0.939405,8.53874,1
2.02516,0.299381,4
-0.594932,3.18855,0
-0.84611,7.97712,1
-0.941885,2.30908,0
2.07534,1.15116,4
-1.67312,8.4712,1
-1.79459,7.60865,1
8.1514,-3.52353,2
8.70678,-2.62115,2
0.986394,0.723829,4
2.62291,1.92184,4
2.03734,1.40969,4
1.79795,-0.0599603,4
-1.69756,8.71256,1
1.06836,0.0843618,4
-0.497129,7.75723,1
10.107,-3.11074,2
9.11489,-2.15279,2
1.86003,4.27247,3
-1.29891,7.31236,1
2.70144,-0.461007,4
9.28528,-3.10006,2
9.39322,-2.83943,2
2.38893,0.875769,4
-1.68979,8.47152,1
-1.64746,3.50282,0
9.11977,-2.58027,2
-1.58552,3.27653,0
1.23267,4.01166,3
-1.32898,8.34763,1
1.58414,0.42976,4
9.48089,-1.04691,2
0.73576,4.00386,3
1.10537,4.96794,3
2.14927,0.379265,4
8.70764,-2.51778,2
9.07654,-2.01313,2
1.09849,4.30807,3
-1.9182,2.34661,0
0.517783,3.66834,3
2.33651,1.81774,4
0.797927,3.27024,3
1.65358,1.41676,4
1.2158,0.736577,4
2.5982,1.03533,4
-0.496393,2.7761,0
0.490572,4.12423,3
1.6652,0.791944,4
1.0411,0.325281,4
1.61883,5.12466,3
1.7787,4.48617,3
1.44873,1.66622,4
8.59186,-1.79724,2
1.32756,0.575894,4
8.12442,-2.22477,2
-1.11754,7.08055,1
-2.38133,2.05281,0
-1.18054,2.92241,0
1.21234,4.4757,3
2.21609,0.608364,4
-0.862663,2.59837,0
2.01173,0.0146165,4
9.24835,-2.69406,2
9.77139,-2.86372,2
0.57984,3.53234,3
9.48566,-2.1151,2
1.87804,0.237898,4
-1.28492,3.08287,0
0.593375,4.1683,3
-1.16186,7.08896,1
3.5327,1.07824,4
9.24764,-1.89897,2
10.0546,-2.57568,2
2.69824,0.84249,4
-0.459003,8.00648,1
1.84015,0.400239,4
8.78193,-2.54848,2
-1.60143,2.96089,0
1.67025,0.415396,4
-1.27653,7.8101,1
-1.6829,7.73961,1
1.46535,3.6411,3
1.01102,1.19787,4
-1.62782,2.3902,0
2.08131,1.33121,4
1.95926,0.53558,4
2.42771,0.8756,4
1.58671,0.710189,4
-0.93385,8.30534,1
9.6405,-2.24181,2
-2.42228,3.24132,0
2.62853,1.00331,4
2.46742,1.63721,4
2.58519,0.264892,4
-0.912644,3.11299,0
1.57764,0.929257,4
2.99151,1.54036,4
0.919345,4.6164,3
-0.974686,3.25318,0
3.0787,0.994469,4
-1.55921,2.39547,0
2.25426,1.21026,4
9.48851,-2.34621,2
0.935325,5.33179,3
-2.02378,3.21682,0
2.36281,-0.113242,4
1.64477,0.879479,4
10.9008,-2.20811,2
8.79241,-2.94724,2
-1.57114,2.64202,0
-1.29077,7.20702,1
0.939679,4.8063,3
1.82598,1.54524,4
-2.56546,3.36281,0
8.91888,-2.58113,2
1.2255,4.00577,3
-1.63968,8.28873,1
0.0660816,2.88042,0
-1.72764,8.46668,1
0.732287,4.25623,3
10.0382,-1.98837,2
-1.32711,6.68898,1
2.40557,0.209159,4
1.63852,2.06323,4
0.971429,3.33073,3
-1.46673,3.15762,0
8.08018,-2.36203,2
9.76818,-3.31089,2
0.762699,5.82793,3
9.62406,-2.74343,2
2.06455,4.24171,3
-1.23332,3.92065,0
2.69175,1.30737,4
-0.908108,7.2802,1
1.93228,0.630291,4
2.54594,1.77392,4
-1.86187,2.76586,0
0.819647,4.69562,3
2.36465,0.847489,4
-1.09915,7.37234,1
1.33131,4.01805,3
9.21629,-2.1921,2
-1.40562,8.24566,1
8.45619,-1.91836,2
9.51644,-2.22475,2
2.00033,0.529297,4
-1.51622,7.13391,1
8.54406,-2.83049,2
1.5693,1.46156,4
9.83183,-2.1753,2
2.44649,0.752817,4
2.47718,-0.250444,4
2.11594,1.54052,4
0.955323,4.77974,3
10.0823,-2.68032,2
-2.08584,4.01466,0
-0.132848,4.21443,3
2.01852,0.999916,4
-0.420292,2.83665,0
9.44503,-2.69397,2
-0.97629,2.99068,0
1.19164,4.5736,3
9.6094,-2.76892,2
2.38468,0.110627,4
-2.15922,1.84791,0
-1.91641,6.9934,1
9.52588,-1.63383,2
0.595164,4.66599,3
9.78605,-2.08868,2
-0.0324609,3.7704,3
9.46982,-2.68858,2
-2.1664,7.64072,1
8.91735,-2.72006,2
2.81575,1.81327,4
8.81726,-1.44267,2
-0.820964,8.53325,1
9.51591,-3.71685,2
8.38887,-1.6707,2
-0.545755,4.2203,3
-1.27923,3.77087,0
-0.669295,2.62371,0
-1.60326,2.76224,0
1.33377,1.36522,4
-1.35581,8.10694,1
-0.400679,8.21563,1
-0.870919,2.93634,0
-1.42002,2.16924,0
9.53405,-2.90187,2
1.73187,1.36449,4
8.96588,-3.40923,2
8.68342,-3.24117,2
1.46846,5.11976,3
2.61688,0.437746,4
9.17498,-1.81269,2
2.31659,0.737628,4
10.539,-2.33647,2
0.373694,4.26134,3
2.31662,1.14498,4
9.13899,-2.9939,2
-1.7574,7.63179,1
1.86849,4.20808,3
8.6243,-3.10206,2
-1.20434,6.68283,1
-0.166746,4.41737,3
-1.34359,2.5556,0
1.22594,0.685794,4
-1.13159,7.56299,1
-0.909785,7.20011,1
-1.30363,2.36254,0
9.21567,-2.88212,2
-1.25208,8.36453,1
-1.20462,2.92072,0
-0.580962,6.69599,1
-1.49428,3.81548,0
