x,y,color
1.7706,1.29542,0
1.50274,0.664554,0
1.61982,1.96588,0
1.85193,0.275898,0
2.44429,0.409228,0
-0.182295,4.66512,1
0.512421,4.06303,1
1.24919,3.34339,1
0.872891,0.680826,0
0.185787,5.04659,1
0.300235,4.46286,1
1.35077,4.413,1
1.81473,4.52861,1
0.346687,4.84685,1
0.930239,4.70456,1
1.68296,4.87854,1
2.70755,4.39078,1
1.61886,4.07399,1
1.18436,3.42339,1
1.80591,4.14993,1
1.88437,0.954697,0
1.78951,0.761897,0
2.12169,1.06939,0
0.982641,4.31519,1
1.85151,1.87071,0
0.596256,4.18127,1
1.71299,0.667775,0
2.34579,1.36856,0
1.36615,5.38251,1
2.26187,1.0882,0
1.37136,0.587752,0
-0.3396,5.00995,1
2.21184,1.18986,0
0.61691,4.18013,1
2.13178,1.54626,0
2.16804,0.727799,0
1.24119,4.16991,1
1.23782,3.77108,1
2.19244,5.18189,1
2.15725,0.382261,0
1.74639,4.1746,1
1.62316,3.36698,1
1.12426,4.72144,1
1.40709,4.13036,1
2.67408,-0.13413,0
0.799697,0.703307,0
1.03008,3.41625,1
1.75524,0.594659,0
0.982425,5.38466,1
2.69094,1.28283,0
0.681289,4.10635,1
1.06195,4.51132,1
0.0883927,4.3846,1
0.227186,4.96655,1
1.79615,0.943869,0
1.31826,4.64455,1
3.4591,0.0357423,0
1.8531,1.14332,0
2.63203,0.742185,0
1.10574,4.71392,1
-0.808857,4.17503,1
1.94614,4.62172,1
2.80204,1.02754,0
0.838472,4.41597,1
1.9139,0.7061,0
0.492334,3.59931,1
2.87382,0.955767,0
2.4889,0.884493,0
2.29421,1.24423,0
1.06073,1.46855,0
2.30982,1.71608,0
0.332301,4.72566,1
1.46947,0.23335,0
0.654113,3.71043,1
1.69711,0.607574,0
1.9427,3.77501,1
1.14886,4.33698,1
0.517323,4.23092,1
1.85814,4.05929,1
0.934658,3.73212,1
2.58487,0.70137,0
0.844701,4.71499,1
2.0571,4.59964,1
2.27515,1.37322,0
0.902494,3.61272,1
0.812746,4.57233,1
2.67435,-0.393446,0
0.774555,4.02446,1
1.51587,4.55369,1
2.33768,4.06078,1
1.41794,0.852331,0
2.49425,0.906133,0
2.93124,0.229602,0
0.3179,5.08162,1
0.703894,3.62903,1
1.35492,0.118199,0
1.38539,4.85523,1
2.21424,1.19899,0
0.665484,2.85637,1
2.08535,2.13306,0
0.696574,4.73014,1
1.14291,5.01117,1
1.93799,0.82336,0
1.8904,0.367284,0
1.34649,4.65368,1
3.19937,1.03895,0
1.31123,1.17975,0
2.11264,0.669026,0
1.93396,1.16769,0
1.75168,-0.0639725,0
3.34656,1.1155,0
2.02582,1.85402,0
1.72165,1.24944,0
1.25563,1.2598,0
1.39347,4.72827,1
1.19394,4.47821,1
1.87057,4.28326,1
1.2449,1.35444,0
0.470404,3.7097,1
0.660807,0.300719,0
1.97108,0.285885,0
2.7357,0.277968,0
0.907035,3.4458,1
0.24883,3.88339,1
2.63559,0.810307,0
1.59145,3.69943,1
0.157388,4.89689,1
1.23902,1.26921,0
0.342951,4.66115,1
1.87435,1.33084,0
1.99444,0.712394,0
2.23992,-0.0894918,0
0.350185,3.21942,1
1.53676,0.0867132,0
1.45722,1.64324,0
1.48218,1.37489,0
2.43138,0.728262,0
1.45043,4.40514,1
2.49468,0.307892,0
2.12041,0.764724,0
2.96924,2.25818,0
1.43091,4.77094,1
3.50851,0.994076,0
1.81469,5.1257,1
1.69026,0.927442,0
1.2558,1.78412,0
0.949617,2.53498,1
1.29734,0.0673152,0
2.39989,1.45433,0
1.50317,0.419568,0
0.0488083,4.04302,1
2.94385,0.729202,0
3.0987,1.29458,0
1.87319,0.826785,0
1.38159,-0.273,0
1.97711,0.531494,0
2.75385,1.11548,0
1.86297,4.17221,1
2.69852,1.52428,0
1.80684,0.394643,0
2.33815,1.19634,0
2.03811,-0.400135,0
-0.16923,4.33366,1
0.236143,3.5085,1
0.853994,4.16455,1
1.25715,0.479127,0
-0.330125,3.12984,1
1.28945,4.93788,1
2.72303,1.47241,0
1.53537,2.94104,1
1.15955,4.919,1
1.1163,4.82628,1
1.24099,6.00548,1
0.688628,4.43354,1
3.23761,1.12902,0
1.17478,1.01912,0
2.12857,0.668755,0
2.57465,0.937472,0
2.10674,0.999659,0
1.05074,5.40604,1
0.884189,3.4051,1
1.77268,0.582142,0
0.904026,3.4162,1
1.56694,1.38812,0
2.21092,0.400442,0
1.8009,1.23832,0
1.92847,1.97371,0
0.601529,3.25047,1
0.948887,3.9301,1
2.36774,0.342633,0
2.31758,0.373482,0
1.61726,3.64306,1
0.674735,2.75414,1
0.602234,3.7896,1
1.25344,0.867695,0
0.932388,4.47898,1
3.2306,0.18327,0
1.16377,4.04452,1
0.855504,4.00762,1
-0.350682,4.36401,1
2.19683,0.14319,0
1.84001,4.3208,1
0.957202,5.08293,1
2.56661,1.71606,0
0.699805,5.40918,1
1.08169,2.14918,0
0.322817,5.09612,1
1.52089,2.40236,0
2.04247,4.61712,1
1.32569,1.53588,0
1.22473,4.73681,1
2.01791,0.99896,0
2.70221,1.87871,0
1.46646,2.54611,0
0.734835,5.16764,1
0.877902,1.01739,0
1.08208,3.0504,1
0.58724,4.41543,1
1.95009,0.622582,0
0.600704,4.58718,1
2.46345,0.977029,0
1.83911,-0.056794,0
0.950839,5.45639,1
2.28003,1.52914,0
2.28958,1.87631,0
2.82973,0.800047,0
2.0009,4.12338,1
0.920738,4.66301,1
1.43139,3.92185,1
1.51272,1.9211,0
2.11428,0.738141,0
0.184952,2.99207,1
0.952926,4.65909,1
1.00716,4.09454,1
2.37151,-0.175199,0
2.39008,1.40182,0
2.5503,1.06396,0
2.17673,0.762217,0
0.500853,4.40948,1
1.46515,4.42454,1
2.62508,1.06182,0
0.810085,4.80428,1
1.23791,0.0157984,0
1.21594,4.98056,1
0.539072,5.08661,1
2.12955,2.11532,0
1.39274,3.3858,1
2.31107,0.621295,0
0.586882,1.11033,0
-0.13167,4.44922,1
1.40675,1.57047,0
0.643663,3.60249,1
1.21785,3.23825,1
3.18092,0.651271,0
1.51307,0.247802,0
1.41458,3.96693,1
1.01435,4.73228,1
3.56688,0.897603,0
0.699689,4.42191,1
1.20366,4.53748,1
0.0990572,4.62162,1
2.42508,1.24843,0
1.15566,4.5035,1
0.71206,3.64616,1
1.32896,-0.0339852,0
0.254768,4.77134,1
0.757609,4.44275,1
2.63361,1.87205,0
0.470532,4.27583,1
2.14178,-0.0812705,0
1.438,4.44497,1
1.0946,4.8408,1
2.6513,1.3996,0
0.318455,4.93433,1
2.6965,1.65371,0
2.09772,0.896468,0
2.09395,1.11178,0
2.29361,0.52207,0
1.72474,4.30792,1
0.881588,4.61906,1
2.20494,1.37907,0
1.93445,0.69312,0
0.487836,5.06038,1
0.720211,3.91749,1
1.94907,5.11322,1
2.412,0.606456,0
1.39645,4.69249,1
2.61358,1.14186,0
1.33903,5.52323,1
1.2516,4.22478,1
1.61891,5.09317,1
2.11703,1.48932,0
2.28146,1.44088,0
3.94683,1.16543,0
1.24562,1.23951,0
1.60865,2.13387,0
0.64579,4.77901,1
1.71816,0.681377,0
0.750448,4.79201,1
1.49197,3.85885,1
2.8473,0.907269,0
1.88636,0.693124,0
1.33756,-0.0648514,0
1.90014,1.59332,0
1.45358,0.705734,0
1.49573,0.543625,0
1.29292,4.04997,1
1.86958,0.904988,0
2.51417,1.72113,0
0.996506,3.83515,1
0.507713,4.11631,1
0.756725,3.76521,1
2.4377,1.15974,0
2.50424,3.49906,1
0.778821,4.36183,1
0.945003,4.328,1
1.40669,2.98977,1
1.29559,4.38649,1
0.6376,3.88551,1
3.1325,1.76409,0
2.4366,-0.0058901,0
1.86224,1.62332,0
-0.465079,3.28586,1
-0.606713,4.42213,1
2.44267,1.36755,0
1.79814,0.0849093,0
1.51208,4.62647,1
1.70218,1.94999,0
-0.194012,4.52266,1
2.16246,0.706416,0
1.83198,0.695593,0
2.01643,4.41818,1
0.51073,4.75392,1
1.25539,4.32046,1
1.27889,4.39633,1
2.5403,0.39043,0
2.67426,0.52132,0
0.0927496,2.73971,1
1.83379,0.593288,0
2.55384,0.734457,0
1.69849,0.875859,0
1.20093,3.75327,1
1.41196,2.65639,1
1.92349,3.88268,1
1.90979,0.607574,0
1.31562,3.80471,1
1.2358,3.89478,1
1.29566,3.82377,1
1.73545,0.346675,0
0.942515,4.92761,1
2.30932,0.803794,0
2.01321,4.32128,1
1.62298,4.67769,1
1.22384,0.914063,0
1.5192,4.44145,1
0.676983,3.5122,1
1.70636,1.71144,0
0.226667,3.87792,1
1.88159,4.8409,1
1.44694,3.26,1
1.95099,1.08697,0
1.80419,0.694353,0
1.82498,1.02744,0
2.95338,1.1383,0
1.23838,4.20679,1
2.38518,4.83173,1
0.43758,4.01954,1
1.70227,0.341162,0
1.14061,0.739874,0
2.39798,1.45966,0
1.4034,4.35386,1
0.55078,4.97255,1
2.15023,-0.126522,0
2.3855,1.47167,0
1.80701,3.32493,1
0.989921,3.50892,1
0.844732,4.22796,1
2.14723,0.594463,0
1.41288,4.92195,1
-0.321781,5.23522,1
1.32143,0.730494,0
1.11733,4.82376,1
0.357381,3.44579,1
1.11671,4.11341,1
1.59196,4.87052,1
2.80053,0.514066,0
1.48824,0.106414,0
1.6411,4.68013,1
2.14546,0.521028,0
2.23268,1.56925,0
0.84187,5.12709,1
1.45057,1.17234,0
1.77126,1.14338,0
1.96199,0.619089,0
2.676,0.952802,0
0.125529,4.23776,1
1.04331,4.44575,1
1.8873,4.04133,1
1.14536,4.6736,1
0.787073,3.47883,1
-0.0412786,4.9407,1
2.02576,0.696252,0
2.49756,0.76572,0
2.25156,1.83898,0
1.5705,4.40933,1
1.20705,3.84726,1
1.25561,0.676658,0
2.15246,0.841021,0
0.657972,0.908555,0
2.20012,0.189593,0
0.912763,5.18135,1
-0.113945,4.41624,1
0.637841,4.03231,1
1.66531,4.66641,1
0.935032,4.165,1
1.98479,3.77982,1
3.30292,0.731243,0
1.2316,4.15997,1
1.62761,2.26905,0
2.51388,0.639996,0
2.56057,0.756641,0
1.14217,4.64804,1
0.907578,4.45477,1
2.68162,0.301557,0
3.02838,0.976072,0
1.16624,4.41362,1
2.52007,0.541248,0
-0.0879336,3.66812,1
2.60617,1.30536,0
2.32496,0.888843,0
1.10852,5.14196,1
0.38778,5.30333,1
1.90777,3.42447,1
2.56247,1.04485,0
0.606601,3.7785,1
1.22683,3.82964,1
1.06977,4.19227,1
0.976362,1.03992,0
1.64886,1.01704,0
1.01988,4.18029,1
0.540456,4.48593,1
0.897936,4.74221,1
2.10872,3.91377,1
2.50757,0.537212,0
2.1588,0.264144,0
1.41648,0.587776,0
3.9266,2.1664,0
0.762571,2.95729,1
1.11356,3.04689,1
1.67538,4.79842,1
0.985973,0.418383,0
2.45535,0.99818,0
1.85984,1.4673,0
0.996789,5.21658,1
2.12265,0.723182,0
0.83202,4.50056,1
1.70856,0.922762,0
2.48462,1.76362,0
2.35124,1.02657,0
1.16339,3.88626,1
1.04016,0.843762,0
2.37066,1.8115,0
1.78313,3.80489,1
-1.8197,4.24507,1
1.07854,5.49593,1
1.74232,0.292494,0
1.29815,4.4194,1
1.51585,5.05607,1
2.3667,0.928193,0
1.75041,4.15586,1
0.709314,3.31286,1
1.70919,4.40758,1
1.3081,4.17307,1
2.60113,0.423936,0
1.29933,4.59379,1
1.42925,1.36882,0
2.13663,1.04612,0
0.82658,4.60088,1
2.58937,-0.858826,0
1.21371,3.41091,1
1.90315,-0.588464,0
2.35528,1.03691,0
1.92395,1.62886,0
1.33795,4.30772,1
0.344454,3.62963,1
0.718746,3.87372,1
1.28005,2.878,1
1.42442,3.84122,1
1.00287,4.27017,1
1.15587,2.97033,1
1.6768,3.92378,1
1.28007,0.563801,0
2.47093,0.606462,0
1.36632,5.39635,1
1.54602,3.62564,1
1.74579,0.536575,0
0.627179,4.4654,1
1.43068,1.07744,0
1.34972,3.71341,1
1.17051,3.63422,1
0.198349,1.4942,0
1.70525,-0.0985916,0
-0.126636,4.69561,1
1.06812,5.07849,1
2.59165,1.03184,0
0.940051,4.31074,1
2.0783,1.07838,0
0.545332,4.95138,1
2.65603,1.37326,0
2.38117,-0.291069,0
2.38626,0.570966,0
1.08702,4.32125,1
1.75038,1.33569,0
1.78174,5.12317,1
2.41078,0.986422,0
0.50487,3.96644,1
0.952245,3.87798,1
2.12793,0.0285005,0
1.68851,0.490735,0
1.27259,1.39343,0
0.649725,4.00723,1
0.703812,4.12782,1
0.041471,3.99957,1
0.832123,3.96056,1
3.29386,0.806122,0
0.988253,3.69456,1
1.34498,1.31543,0
0.811329,4.2215,1
1.44989,0.560512,0
2.04535,1.0546,0
0.528709,4.97704,1
2.4239,-0.12917,0
2.00322,-0.117702,0
3.9314,-1.04211,0
1.48505,0.6368,0
0.670041,4.10914,1
0.71171,4.00935,1
2.60103,1.05916,0
1.01874,3.0373,1
2.00654,-0.213163,0
0.356102,4.11944,1
1.85007,0.571511,0
0.811518,3.71006,1
0.130473,3.90999,1
2.11202,0.553611,0
3.34623,1.40739,0
0.819586,4.71547,1
3.23393,2.35758,0
1.40784,3.56324,1
0.536558,4.25875,1
0.167425,3.50752,1
1.267,0.957992,0
0.759602,4.66916,1
1.62963,0.427184,0
1.2282,4.70282,1
1.80238,0.249811,0
1.14254,4.51491,1
0.666489,3.64987,1
1.57243,0.430329,0
1.48337,1.30851,0
3.08495,1.63848,0
0.21739,3.79627,1
2.51508,0.397304,0
0.334584,5.88267,1
0.0316735,3.32253,1
2.38945,-0.248627,0
1.32176,3.86486,1
2.44411,1.17262,0
1.73673,0.751249,0
1.80033,1.66382,0
2.52772,1.09372,0
0.0529553,4.48044,1
2.20348,-0.232346,0
1.22897,4.3275,1
2.13944,1.16829,0
1.02024,4.87095,1
2.24301,5.12536,1
2.56337,0.212064,0
2.11181,3.98803,1
2.41379,-0.316512,0
0.926297,5.26551,1
2.31988,1.3837,0
1.82973,2.11867,0
1.6181,4.52143,1
0.128742,3.71177,1
1.07066,5.31877,1
-0.155726,4.60467,1
1.46753,1.11201,0
2.41297,0.582925,0
1.21214,4.67678,1
1.84034,1.3359,0
1.93543,1.29252,0
1.02478,1.43622,0
1.41613,0.558036,0
0.936734,5.08269,1
1.27546,3.96917,1
1.38928,0.948211,0
1.5433,3.86322,1
0.828009,0.874686,0
0.919141,4.5393,1
1.60613,3.22559,1
1.55994,1.33236,0
0.727988,3.64563,1
3.00337,0.821907,0
1.20628,3.88927,1
2.45412,-0.33093,0
2.09081,0.745854,0
1.92891,4.90442,1
1.5516,5.44314,1
0.482566,3.72978,1
1.88754,0.322244,0
1.15566,3.53306,1
1.35529,0.595367,0
0.755483,4.87343,1
1.52401,0.955126,0
1.31932,4.27626,1
2.33748,1.85002,0
1.14238,4.71174,1
2.1782,0.7972,0
0.347281,4.81965,1
2.307,0.158905,0
2.88364,1.02183,0
1.70343,3.77396,1
3.05584,0.402835,0
1.68746,0.317579,0
0.94676,4.91578,1
2.60289,0.847885,0
1.92008,0.962146,0
2.18514,-0.0230907,0
1.24992,0.407797,0
3.308,-0.138079,0
1.96495,3.92234,1
0.814437,3.87917,1
0.812841,1.4881,0
2.53994,0.852085,0
1.31196,1.72251,0
2.65719,1.55356,0
1.38627,4.36731,1
2.91788,0.260962,0
1.68114,1.8927,0
1.83818,5.44325,1
2.01073,1.1365,0
0.228426,4.59814,1
1.14003,3.64442,1
0.428577,4.974,1
1.2876,5.2315,1
0.589074,4.04634,1
1.38836,4.63212,1
0.341508,4.08411,1
1.08428,6.20461,1
1.04785,3.98027,1
1.27664,3.89071,1
2.16422,0.773177,0
1.00209,4.23477,1
0.949743,4.20281,1
0.389534,4.46297,1
0.651804,4.22958,1
1.49675,-0.0187696,0
1.42017,5.73704,1
1.26194,4.15071,1
0.192357,3.71976,1
2.29101,1.00571,0
0.957516,4.50989,1
-0.419233,2.54593,1
0.823624,4.73012,1
2.38019,1.86233,0
1.2518,-0.81686,0
1.46419,3.87336,1
1.8362,1.27677,0
2.92795,1.10297,0
1.71874,1.43591,0
2.56626,1.47851,0
2.73072,0.520225,0
1.13468,1.37236,0
3.62587,0.53789,0
1.04232,4.89818,1
1.03051,1.4417,0
2.63785,1.08307,0
1.7731,1.68571,0
0.00309462,4.14161,1
2.163,1.13275,0
1.27982,0.255507,0
0.986671,3.79259,1
2.91534,0.796887,0
0.474603,4.68911,1
2.6666,-0.32016,0
0.112568,4.59708,1
0.776115,4.43366,1
0.907638,3.03448,1
0.20803,3.3572,1
2.37195,0.945536,0
0.693672,4.74142,1
1.26231,3.9583,1
1.37552,0.142147,0
1.01525,4.37853,1
0.632897,3.58789,1
2.66747,1.64478,0
-0.0255925,5.09252,1
1.12317,4.28881,1
1.63846,4.93321,1
2.39676,0.55377,0
2.36826,0.275884,0
0.0984537,4.00059,1
2.75853,0.503711,0
3.27937,0.809944,0
1.79836,1.11479,0
2.47112,1.33755,0
1.30277,3.61267,1
2.36973,0.373051,0
1.51612,3.49959,1
0.621867,3.9602,1
2.47565,-0.131386,0
1.03577,4.58149,1
0.856749,4.66883,1
1.58323,1.08257,0
1.72917,4.7849,1
0.602763,4.07085,1
1.93698,4.21587,1
1.73572,0.996197,0
1.4931,0.144432,0
2.97309,0.655022,0
2.03446,2.87283,1
1.57743,4.54183,1
0.34707,4.47104,1
2.54955,0.941874,0
2.51391,0.901746,0
1.21885,5.37838,1
1.31808,3.17685,1
0.869988,3.76935,1
1.79636,1.64802,0
3.3716,0.0915819,0
1.55572,4.40665,1
1.61623,4.18996,1
0.343805,4.75784,1
1.11255,3.86318,1
1.11687,1.31114,0
0.879135,3.56773,1
1.97665,4.5317,1
1.93487,1.33422,0
0.983585,4.3039,1
2.6703,1.84557,0
2.47294,0.410739,0
0.56584,4.36138,1
1.24073,5.29614,1
-0.248524,4.43487,1
2.12067,1.2264,0
-0.0117766,3.64457,1
1.9156,4.06312,1
3.75878,1.576,0
0.549026,4.0088,1
0.946671,4.06451,1
2.31697,0.272864,0
1.6216,1.23229,0
1.05226,0.787854,0
2.96704,0.654519,0
-0.385156,4.6168,1
2.14733,5.04775,1
-0.119537,4.98202,1
3.10192,0.369217,0
1.24778,1.17956,0
0.881586,3.12344,1
2.29032,5.066,1
1.33077,0.807723,0
1.48425,5.27839,1
0.522929,4.71187,1
2.68972,0.6791,0
1.08217,1.58753,0
0.64643,4.19545,1
0.90131,4.02751,1
1.00376,5.35949,1
0.715857,6.52555,1
2.41151,0.708373,0
1.63185,2.21377,0
2.21761,0.106667,0
1.15451,3.54835,1
1.29515,3.617,1
3.1377,1.7966,0
0.127516,4.25015,1
1.20681,4.37018,1
1.77073,3.38145,1
2.07308,4.70936,1
0.872804,1.40808,0
1.76826,4.49045,1
0.523339,3.78068,1
2.08925,0.119142,0
1.92111,1.01339,0
3.15041,1.29676,0
0.82228,4.2807,1
1.48432,1.14323,0
3.24393,0.598041,0
2.25189,4.53331,1
1.60595,0.880307,0
0.262612,4.13135,1
2.18253,1.63798,0
2.40124,0.392606,0
0.88755,3.62047,1
1.39668,4.72178,1
1.32171,0.617466,0
3.86044,0.589458,0
0.634462,4.35294,1
0.22379,3.40961,1
2.40616,4.87048,1
0.317217,4.07743,1
0.331604,4.89805,1
0.79498,4.43418,1
2.46355,0.764901,0
1.12622,4.78671,1
2.74549,0.950459,0
2.30119,1.47241,0
1.20408,4.48873,1
-0.0460381,3.53103,1
1.07602,4.22132,1
2.08283,1.7045,0
2.06438,0.298283,0
1.32188,4.56339,1
1.39443,1.55363,0
1.79838,4.64215,1
0.956773,4.42615,1
1.37904,4.06497,1
0.832714,4.57114,1
2.40575,1.9497,0
2.54301,0.694829,0
0.735237,0.936837,0
1.1771,4.58009,1
1.78197,3.74352,1
0.885537,0.538557,0
1.35034,4.83819,1
1.35069,5.61494,1
1.09904,1.54407,0
1.59515,4.76618,1
0.823235,0.554998,0
2.13682,0.827937,0
2.15117,5.75499,1
3.03122,1.79465,0
2.17561,2.44318,0
1.44705,1.422,0
1.13437,3.91914,1
2.49795,0.274781,0
1.54562,3.95934,1
1.80547,1.64089,0
1.93887,4.42863,1
0.806886,4.58097,1
2.42121,-0.179772,0
0.00779853,3.65992,1
0.54191,4.27717,1
1.91676,0.960313,0
3.14036,1.53558,0
1.43388,4.43385,1
1.23117,4.22477,1
2.2525,1.8812,0
1.54487,0.271462,0
2.42364,0.477001,0
2.13429,0.246279,0
1.86739,0.64892,0
2.0986,1.28517,0
2.4306,0.0548099,0
1.5544,0.443764,0
2.7506,1.30892,0
1.69246,4.36407,1
1.20476,0.813142,0
1.17757,4.32599,1
0.673813,4.95724,1
1.29084,4.3104,1
1.70591,4.56561,1
0.853621,4.77412,1
0.171792,4.93801,1
2.28627,0.137757,0
1.12623,4.37254,1
2.48597,0.0380443,0
0.980821,3.86724,1
0.546965,4.41914,1
1.29318,3.40059,1
3.55132,0.752305,0
-0.00124608,4.26311,1
2.12837,0.178044,0
1.67945,4.3638,1
1.39487,0.865615,0
1.32387,0.135162,0
0.394222,5.05101,1
1.27548,4.93257,1
2.21739,0.405517,0
0.561759,0.384196,0
1.97651,0.325091,0
1.0138,3.72221,1
1.84618,3.77492,1
2.01272,1.78728,0
0.788473,3.03779,1
1.26864,4.12148,1
1.4063,0.0597587,0
0.233951,4.26185,1
1.31046,4.22757,1
1.33004,4.49861,1
2.01978,0.431687,0
1.03549,4.55627,1
2.31141,0.685466,0
1.53933,4.31711,1
1.26937,4.8567,1
1.04948,3.9535,1
2.03288,4.04617,1
1.22448,0.246026,0
1.66811,2.08504,0
1.25597,4.08164,1
2.413,0.115725,0
0.692935,4.12463,1
2.65656,0.0102449,0
1.16923,0.284378,0
1.5523,3.19322,1
1.43925,1.24747,0
1.1387,3.88279,1
0.99492,4.30639,1
1.94697,1.12251,0
1.28513,1.25368,0
1.69873,0.574009,0
1.13181,3.9687,1
2.13096,-0.122722,0
2.08144,1.00485,0
2.81315,2.26717,0
1.04248,4.09923,1
1.82908,0.634984,0
2.25787,1.52941,0
1.73134,3.75789,1
1.38327,4.7456,1
1.79028,0.911369,0
0.309898,3.51137,1
0.463657,3.0582,1
2.39138,0.47623,0
1.90408,0.622204,0
0.893068,3.68742,1
1.38358,4.55019,1
0.547228,5.95248,1
1.98887,0.142786,0
1.7781,4.23176,1
1.82605,0.0406493,0
1.84238,4.56706,1
-0.00866229,3.76977,1
1.85182,0.490459,0
1.10098,5.06771,1
0.971748,0.165928,0
1.13628,4.31337,1
1.4037,4.06179,1
0.741752,4.45631,1
2.08391,1.15103,0
0.118,4.00183,1
1.83432,0.656539,0
1.3883,1.01786,0
1.29405,4.4736,1
0.350169,3.6028,1
0.179938,4.50149,1
1.15227,1.1165,0
1.58396,4.62497,1
0.179817,4.36581,1
1.44139,1.58967,0
1.55168,0.134898,0
1.64116,1.72081,0
1.04357,5.40866,1
2.37995,0.768274,0
2.97285,0.699297,0
1.46001,3.55624,1
0.764546,3.76898,1
0.118819,4.35527,1
2.22068,0.0684251,0
1.96147,0.61791,0
0.833519,0.435129,0
2.68459,0.566503,0
1.18053,1.64215,0
0.56104,5.22561,1
0.937772,3.61137,1
1.15283,1.40278,0
0.499836,3.95292,1
0.914619,5.0407,1
0.571934,4.52633,1
1.06568,5.29466,1
1.81961,1.18013,0
1.29589,4.85012,1
1.48323,1.45283,0
0.813301,2.80451,1
1.07185,3.8354,1
